episode,return,mean_critic_loss,mean_return,std_return
1,-131.92848958885455,1.0129308530262537,,
2,-556.7484305506064,88.91238874254874,,
3,-2359.2504559002145,36.708230309433986,,
4,-470.68278906399104,32.11999847052933,,
5,-736.4786144447378,29.075387005295074,,
6,-322.71329314565764,46.655882337305805,,
7,-601.3297986405901,53.87983974956331,,
8,-677.154437781134,47.540487948950236,,
9,-569.3579071626978,44.11385028974145,,
10,-685.8695020755263,36.65901922371428,,
11,-553.386543193333,37.64481711387634,,
12,-716.7205005419047,32.81882412958954,,
13,-496.3122928650081,38.12757063165624,,
14,-160.7076438539586,29.05996977815441,,
15,-761.5981023309008,37.23183153487824,,
16,-549.2654079318562,26.86808295377949,,
17,-666.7551491420817,32.35562442579577,,
18,-206.9768378730231,27.19366423951255,,
19,-67.4356804356598,29.63809870282809,,
20,-572.7735156507447,27.579808462096985,-553.9124455310726,135.86891299898943
21,-650.3710104265173,22.15136565582468,,
22,-699.500542602898,23.11758025925038,,
23,-422.8744655672497,16.234153608739117,,
24,-644.6139408142417,14.715038806478553,,
25,-320.55139158286994,16.016398860778644,,
26,-54.971604842769224,11.65174729252855,,
27,-638.4199303193906,14.346793198757034,,
28,-659.9499088638976,14.225687997262986,,
29,-377.80460948558596,10.02885352699289,,
30,-579.2428541179269,8.301889774905648,,
31,-623.9803239585877,10.87450703443625,,
32,-332.52435144245084,8.47156136111671,,
33,-365.9794159497358,9.43105699002424,,
34,-337.2429287160902,8.920026297039456,,
35,-601.0183890988657,5.200783685196278,,
36,-503.5676352622366,9.396260179397537,,
37,-354.5158269960017,6.984904108019922,,
38,-333.8885331945521,6.270297538975011,,
39,-78.74722076113109,7.15450841486454,,
40,-121.00682616914946,6.437953308962359,-312.784931272007,160.9046166134036
41,-195.88180348932843,9.70754383582818,,
42,-231.9200766874173,9.278837808062521,,
43,-234.91009986496113,5.93549078419095,,
44,-51.61041746464501,9.117659644647079,,
45,-71.02725649077234,11.519714344631542,,
46,-390.953180660243,9.192448764136344,,
47,-153.13327015988935,11.567335679250604,,
48,-160.97573703029173,11.319452930921278,,
49,-80.72177341768676,7.5244529716173805,,
50,-238.3383729490872,11.584240481417666,,
51,-213.09398005991338,9.395804013524737,,
52,-259.1581567886818,12.29617432048244,,
53,-189.8291450547248,16.28273833588678,,
54,-186.25326150909876,11.163748971999638,,
55,-532.1634942928474,15.5880481523626,,
56,-46.48634473927718,14.03201459120896,,
57,-195.38426630462112,17.66867371894526,,
58,-82.55116163511829,22.363939155851092,,
59,-150.90525116406218,18.414400267601014,,
60,-178.34826075007072,15.35896702977641,-226.04907214315625,75.74474773879173
61,-87.47068625246771,19.075509144274218,,
62,-368.2965384413257,16.080019431001336,,
63,-131.82490712751832,15.884895753860473,,
64,-158.59392334588102,12.751337397634313,,
65,-224.8055823071075,13.291781613826751,,
66,-147.38260200847043,17.423137685314554,,
67,-154.34575005981873,12.148360742861966,,
68,-176.3864967471784,16.10710957509662,,
69,-193.2622707206985,18.419236990999668,,
70,-158.975152111054,11.932723399274838,,
71,-28.674191543554556,19.466646898587545,,
72,-176.36950262787485,27.847210254884303,,
73,-179.95466945807115,17.950432501457357,,
74,-52.93959526174291,18.048482416946197,,
75,-116.40076440042321,20.704512732498575,,
76,-31.094188110372727,21.829987683357338,,
77,-65.70832844783881,18.189089635035376,,
78,-53.90191265959757,21.479525452492222,,
79,-136.55262575395187,20.622781809093883,,
80,-89.10742403977609,21.22650166414678,-102.97218831975007,60.833914666039135
81,-84.95235790406358,22.10845545402243,,
82,-195.27722206351282,19.600766981663725,,
83,-75.87935084307475,18.887390886034286,,
84,-131.6769788769043,17.985479009258373,,
85,-158.99821016726293,18.430616152969225,,
86,-166.93597855004424,17.03716774757092,,
87,-237.54054241750077,16.639711988791255,,
88,-83.9085525918143,20.230578927915605,,
89,-122.2913682899534,15.122554543159776,,
90,-141.95228531370026,16.95729652972057,,
91,-115.1326325254642,17.325873850202402,,
92,-235.2869475522669,17.608089139107534,,
93,-162.90915753077866,12.859923104079146,,
94,-189.95294898323488,14.414607563038626,,
95,-111.70421516527092,14.512270037900834,,
96,-154.2907392665951,13.736052458936518,,
97,-64.36194443629516,10.837856408645367,,
98,-107.77774663690094,17.193315751976886,,
99,-155.56638894435952,15.701993311314206,,
100,-156.30136331087635,10.524312830015795,-244.78220111497595,87.18277249109565
