episode,return,mean_critic_loss,mean_return,std_return
50,-118.50114693808735,-8.791341498399495,-236.60935696831976,35.1235907638421
100,-138.40876621213482,16.00935550464164,-469.36234110669074,349.72525520515484
150,28.111546094893935,-54.83336616210474,-2873.3360135826115,1871.4711427110228
200,-125.37837158257928,-2.16357915328049,-120.31582356283957,13.501301243928943
250,7.035804328597353,-0.729124462422511,-283.0661801778797,6.926151157024578
300,-38.88974457857232,19.563495114557803,52.424289450261746,150.92155784181156
350,-84.54144811133438,1.9878716630729798,-149.57052772323954,27.685981716781523
400,19.752895082501965,114.78691398701937,-32.119363047474785,20.024096128432845
450,-36.06750734691453,25.55101441842141,153.69209767799035,94.26277544776683
500,-52.048494068881595,-10.942976460590327,-97.03213729387038,40.29493405002406
550,-55.336644713266324,6.059578714297018,-57.73436215562871,28.0319120577492
600,-39.07178146746758,6.546347650034565,-14.743113406744024,24.165299933892165
650,-48.026959151116834,8.827452359542553,-4.659475902953647,31.30272943806881
700,-151.18388452227893,-4.3414596176089555,-109.03361260777169,18.211808505109218
750,-489.3771219125094,-0.12339486033802086,-513.7113593881799,167.29131678059943
800,-151.84883779761316,25.558576184770246,-152.36809026038256,144.57237638810713
850,-580.5744531711806,-12.410296423164581,-158.44605850262002,26.36852692924235
900,231.71668211395075,21.616124731001413,37.25969816628036,104.89385728424006
950,-48.26875666383404,-28.79429745763188,-114.23791600051997,19.54698276159138
1000,-120.85954509868668,-18.898644694727135,-129.42530304875646,22.479393409487173
